NCBI GeneID,Symbol,Description,Taxonomic Name,Gene Type,Ensembl GeneIDs
1786,DNMT1,DNA methyltransferase 1,Homo sapiens,PROTEIN_CODING,ENSG00000130816
1803,DPP4,dipeptidyl peptidase 4,Homo sapiens,PROTEIN_CODING,ENSG00000197635
2308,FOXO1,forkhead box O1,Homo sapiens,PROTEIN_CODING,ENSG00000150907
26191,PTPN22,protein tyrosine phosphatase non-receptor type 22,Homo sapiens,PROTEIN_CODING,ENSG00000134242
2778,GNAS,GNAS complex locus,Homo sapiens,PROTEIN_CODING,ENSG00000087460
3117,HLA-DQA1,"major histocompatibility complex, class II, DQ alpha 1",Homo sapiens,PROTEIN_CODING,ENSG00000196735
3596,IL13,interleukin 13,Homo sapiens,PROTEIN_CODING,ENSG00000169194
4763,NF1,neurofibromin 1,Homo sapiens,PROTEIN_CODING,ENSG00000196712
11093,ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13,Homo sapiens,PROTEIN_CODING,ENSG00000160323
11200,CHEK2,checkpoint kinase 2,Homo sapiens,PROTEIN_CODING,ENSG00000183765
1191,CLU,clusterin,Homo sapiens,PROTEIN_CODING,ENSG00000120885
1571,CYP2E1,cytochrome P450 family 2 subfamily E member 1,Homo sapiens,PROTEIN_CODING,ENSG00000130649
3315,HSPB1,heat shock protein family B (small) member 1,Homo sapiens,PROTEIN_CODING,ENSG00000106211
8878,SQSTM1,sequestosome 1,Homo sapiens,PROTEIN_CODING,ENSG00000161011
598,BCL2L1,BCL2 like 1,Homo sapiens,PROTEIN_CODING,ENSG00000171552
7298,TYMS,thymidylate synthetase,Homo sapiens,PROTEIN_CODING,ENSG00000176890
846,CASR,calcium sensing receptor,Homo sapiens,PROTEIN_CODING,ENSG00000036828
1017,CDK2,cyclin dependent kinase 2,Homo sapiens,PROTEIN_CODING,ENSG00000123374
1116,CHI3L1,chitinase 3 like 1,Homo sapiens,PROTEIN_CODING,ENSG00000133048
1586,CYP17A1,cytochrome P450 family 17 subfamily A member 1,Homo sapiens,PROTEIN_CODING,ENSG00000148795
9518,GDF15,growth differentiation factor 15,Homo sapiens,PROTEIN_CODING,ENSG00000130513
100507436,MICA,MHC class I polypeptide-related sequence A,Homo sapiens,PROTEIN_CODING,ENSG00000204520
1457,CSNK2A1,casein kinase 2 alpha 1,Homo sapiens,PROTEIN_CODING,ENSG00000101266
2305,FOXM1,forkhead box M1,Homo sapiens,PROTEIN_CODING,ENSG00000111206
2629,GBA1,glucosylceramidase beta 1,Homo sapiens,PROTEIN_CODING,ENSG00000177628
4210,MEFV,"MEFV innate immunity regulator, pyrin",Homo sapiens,PROTEIN_CODING,ENSG00000103313
5111,PCNA,proliferating cell nuclear antigen,Homo sapiens,PROTEIN_CODING,ENSG00000132646
796,CALCA,calcitonin related polypeptide alpha,Homo sapiens,PROTEIN_CODING,ENSG00000110680
958,CD40,CD40 molecule,Homo sapiens,PROTEIN_CODING,ENSG00000101017
959,CD40LG,CD40 ligand,Homo sapiens,PROTEIN_CODING,ENSG00000102245
1385,CREB1,cAMP responsive element binding protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000118260
1728,NQO1,NAD(P)H quinone dehydrogenase 1,Homo sapiens,PROTEIN_CODING,ENSG00000181019
2896,GRN,granulin precursor,Homo sapiens,PROTEIN_CODING,ENSG00000030582
3084,NRG1,neuregulin 1,Homo sapiens,PROTEIN_CODING,ENSG00000157168
5027,P2RX7,purinergic receptor P2X 7,Homo sapiens,PROTEIN_CODING,ENSG00000089041
5806,PTX3,pentraxin 3,Homo sapiens,PROTEIN_CODING,ENSG00000163661
6469,SHH,sonic hedgehog signaling molecule,Homo sapiens,PROTEIN_CODING,ENSG00000164690
860,RUNX2,RUNX family transcription factor 2,Homo sapiens,PROTEIN_CODING,ENSG00000124813
1268,CNR1,cannabinoid receptor 1,Homo sapiens,PROTEIN_CODING,ENSG00000118432
1545,CYP1B1,cytochrome P450 family 1 subfamily B member 1,Homo sapiens,PROTEIN_CODING,ENSG00000138061
3620,IDO1,"indoleamine 2,3-dioxygenase 1",Homo sapiens,PROTEIN_CODING,ENSG00000131203
5295,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1,Homo sapiens,PROTEIN_CODING,ENSG00000145675
5465,PPARA,peroxisome proliferator activated receptor alpha,Homo sapiens,PROTEIN_CODING,ENSG00000186951
648,BMI1,"BMI1 proto-oncogene, polycomb ring finger",Homo sapiens,PROTEIN_CODING,ENSG00000168283
2200,FBN1,fibrillin 1,Homo sapiens,PROTEIN_CODING,ENSG00000166147
23405,DICER1,"dicer 1, ribonuclease III",Homo sapiens,PROTEIN_CODING,ENSG00000100697
2885,GRB2,growth factor receptor bound protein 2,Homo sapiens,PROTEIN_CODING,ENSG00000177885
3308,HSPA4,heat shock protein family A (Hsp70) member 4,Homo sapiens,PROTEIN_CODING,ENSG00000170606
3559,IL2RA,interleukin 2 receptor subunit alpha,Homo sapiens,PROTEIN_CODING,ENSG00000134460
4018,LPA,lipoprotein(a),Homo sapiens,PROTEIN_CODING,ENSG00000198670
4297,KMT2A,lysine methyltransferase 2A,Homo sapiens,PROTEIN_CODING,ENSG00000118058
4323,MMP14,matrix metallopeptidase 14,Homo sapiens,PROTEIN_CODING,ENSG00000157227
5580,PRKCD,protein kinase C delta,Homo sapiens,PROTEIN_CODING,ENSG00000163932
7431,VIM,vimentin,Homo sapiens,PROTEIN_CODING,ENSG00000026025
203228,C9orf72,C9orf72-SMCR8 complex subunit,Homo sapiens,PROTEIN_CODING,ENSG00000147894
3667,IRS1,insulin receptor substrate 1,Homo sapiens,PROTEIN_CODING,ENSG00000169047
60489,APOBEC3G,apolipoprotein B mRNA editing enzyme catalytic subunit 3G,Homo sapiens,PROTEIN_CODING,ENSG00000239713
811,CALR,calreticulin,Homo sapiens,PROTEIN_CODING,ENSG00000179218
948,CD36,CD36 molecule,Homo sapiens,PROTEIN_CODING,ENSG00000135218
2022,ENG,endoglin,Homo sapiens,PROTEIN_CODING,ENSG00000106991
331,XIAP,X-linked inhibitor of apoptosis,Homo sapiens,PROTEIN_CODING,ENSG00000101966
354,KLK3,kallikrein related peptidase 3,Homo sapiens,PROTEIN_CODING,ENSG00000142515
57817,HAMP,hepcidin antimicrobial peptide,Homo sapiens,PROTEIN_CODING,ENSG00000105697
6280,S100A9,S100 calcium binding protein A9,Homo sapiens,PROTEIN_CODING,ENSG00000163220
6285,S100B,S100 calcium binding protein B,Homo sapiens,PROTEIN_CODING,ENSG00000160307
6615,SNAI1,snail family transcriptional repressor 1,Homo sapiens,PROTEIN_CODING,ENSG00000124216
7052,TGM2,transglutaminase 2,Homo sapiens,PROTEIN_CODING,ENSG00000198959
7057,THBS1,thrombospondin 1,Homo sapiens,PROTEIN_CODING,ENSG00000137801
8678,BECN1,beclin 1,Homo sapiens,PROTEIN_CODING,ENSG00000126581
998,CDC42,cell division cycle 42,Homo sapiens,PROTEIN_CODING,ENSG00000070831
10673,TNFSF13B,TNF superfamily member 13b,Homo sapiens,PROTEIN_CODING,ENSG00000102524
11186,RASSF1,Ras association domain family member 1,Homo sapiens,PROTEIN_CODING,ENSG00000068028
2312,FLG,filaggrin,Homo sapiens,PROTEIN_CODING,ENSG00000143631
3593,IL12B,interleukin 12B,Homo sapiens,PROTEIN_CODING,ENSG00000113302
4893,NRAS,"NRAS proto-oncogene, GTPase",Homo sapiens,PROTEIN_CODING,ENSG00000213281
5021,OXTR,oxytocin receptor,Homo sapiens,PROTEIN_CODING,ENSG00000180914
5315,PKM,pyruvate kinase M1/2,Homo sapiens,PROTEIN_CODING,ENSG00000067225
5328,PLAU,"plasminogen activator, urokinase",Homo sapiens,PROTEIN_CODING,ENSG00000122861
6794,STK11,serine/threonine kinase 11,Homo sapiens,PROTEIN_CODING,ENSG00000118046
6935,ZEB1,zinc finger E-box binding homeobox 1,Homo sapiens,PROTEIN_CODING,ENSG00000148516
7412,VCAM1,vascular cell adhesion molecule 1,Homo sapiens,PROTEIN_CODING,ENSG00000162692
9365,KL,klotho,Homo sapiens,PROTEIN_CODING,ENSG00000133116
2034,EPAS1,endothelial PAS domain protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000116016
2056,EPO,erythropoietin,Homo sapiens,PROTEIN_CODING,ENSG00000130427
2155,F7,coagulation factor VII,Homo sapiens,PROTEIN_CODING,ENSG00000057593
2212,FCGR2A,Fc gamma receptor IIa,Homo sapiens,PROTEIN_CODING,ENSG00000143226
22943,DKK1,dickkopf WNT signaling pathway inhibitor 1,Homo sapiens,PROTEIN_CODING,ENSG00000107984
3172,HNF4A,hepatocyte nuclear factor 4 alpha,Homo sapiens,PROTEIN_CODING,ENSG00000101076
3685,ITGAV,integrin subunit alpha V,Homo sapiens,PROTEIN_CODING,ENSG00000138448
5371,PML,PML nuclear body scaffold,Homo sapiens,PROTEIN_CODING,ENSG00000140464
7048,TGFBR2,transforming growth factor beta receptor 2,Homo sapiens,PROTEIN_CODING,ENSG00000163513
7139,TNNT2,"troponin T2, cardiac type",Homo sapiens,PROTEIN_CODING,ENSG00000118194
867,CBL,Cbl proto-oncogene,Homo sapiens,PROTEIN_CODING,ENSG00000110395
116519,APOA5,apolipoprotein A5,Homo sapiens,PROTEIN_CODING,ENSG00000110243
1788,DNMT3A,DNA methyltransferase 3 alpha,Homo sapiens,PROTEIN_CODING,ENSG00000119772
1994,ELAVL1,ELAV like RNA binding protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000066044
2521,FUS,FUS RNA binding protein,Homo sapiens,PROTEIN_CODING,ENSG00000089280
2539,G6PD,glucose-6-phosphate dehydrogenase,Homo sapiens,PROTEIN_CODING,ENSG00000160211
285,ANGPT2,angiopoietin 2,Homo sapiens,PROTEIN_CODING,ENSG00000091879
302,ANXA2,annexin A2,Homo sapiens,PROTEIN_CODING,ENSG00000182718
3240,HP,haptoglobin,Homo sapiens,PROTEIN_CODING,ENSG00000257017
3600,IL15,interleukin 15,Homo sapiens,PROTEIN_CODING,ENSG00000164136
4160,MC4R,melanocortin 4 receptor,Homo sapiens,PROTEIN_CODING,ENSG00000166603
4854,NOTCH3,notch receptor 3,Homo sapiens,PROTEIN_CODING,ENSG00000074181
5591,PRKDC,"protein kinase, DNA-activated, catalytic subunit",Homo sapiens,PROTEIN_CODING,ENSG00000253729
6927,HNF1A,HNF1 homeobox A,Homo sapiens,PROTEIN_CODING,ENSG00000135100
7430,EZR,ezrin,Homo sapiens,PROTEIN_CODING,ENSG00000092820
1050,CEBPA,CCAAT enhancer binding protein alpha,Homo sapiens,PROTEIN_CODING,ENSG00000245848
1544,CYP1A2,cytochrome P450 family 1 subfamily A member 2,Homo sapiens,PROTEIN_CODING,ENSG00000140505
268,AMH,anti-Mullerian hormone,Homo sapiens,PROTEIN_CODING,ENSG00000104899
2688,GH1,growth hormone 1,Homo sapiens,PROTEIN_CODING,ENSG00000259384
3956,LGALS1,galectin 1,Homo sapiens,PROTEIN_CODING,ENSG00000100097
4049,LTA,lymphotoxin alpha,Homo sapiens,PROTEIN_CODING,ENSG00000226979
5156,PDGFRA,platelet derived growth factor receptor alpha,Homo sapiens,PROTEIN_CODING,ENSG00000134853
5894,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase",Homo sapiens,PROTEIN_CODING,ENSG00000132155
6850,SYK,spleen associated tyrosine kinase,Homo sapiens,PROTEIN_CODING,ENSG00000165025
7153,TOP2A,DNA topoisomerase II alpha,Homo sapiens,PROTEIN_CODING,ENSG00000131747
1589,CYP21A2,cytochrome P450 family 21 subfamily A member 2,Homo sapiens,PROTEIN_CODING,ENSG00000231852
23586,RIGI,RNA sensor RIG-I,Homo sapiens,PROTEIN_CODING,ENSG00000107201
3303,HSPA1A,heat shock protein family A (Hsp70) member 1A,Homo sapiens,PROTEIN_CODING,ENSG00000204389
3689,ITGB2,integrin subunit beta 2,Homo sapiens,PROTEIN_CODING,ENSG00000160255
4615,MYD88,MYD88 innate immune signal transduction adaptor,Homo sapiens,PROTEIN_CODING,ENSG00000172936
4792,NFKBIA,NFKB inhibitor alpha,Homo sapiens,PROTEIN_CODING,ENSG00000100906
567,B2M,beta-2-microglobulin,Homo sapiens,PROTEIN_CODING,ENSG00000166710
6662,SOX9,SRY-box transcription factor 9,Homo sapiens,PROTEIN_CODING,ENSG00000125398
7133,TNFRSF1B,TNF receptor superfamily member 1B,Homo sapiens,PROTEIN_CODING,ENSG00000028137
7189,TRAF6,TNF receptor associated factor 6,Homo sapiens,PROTEIN_CODING,ENSG00000175104
10855,HPSE,heparanase,Homo sapiens,PROTEIN_CODING,ENSG00000173083
1111,CHEK1,checkpoint kinase 1,Homo sapiens,PROTEIN_CODING,ENSG00000149554
11315,PARK7,Parkinsonism associated deglycase,Homo sapiens,PROTEIN_CODING,ENSG00000116288
133,ADM,adrenomedullin,Homo sapiens,PROTEIN_CODING,ENSG00000148926
1958,EGR1,early growth response 1,Homo sapiens,PROTEIN_CODING,ENSG00000120738
2214,FCGR3A,Fc gamma receptor IIIa,Homo sapiens,PROTEIN_CODING,ENSG00000203747
4316,MMP7,matrix metallopeptidase 7,Homo sapiens,PROTEIN_CODING,ENSG00000137673
4613,MYCN,"MYCN proto-oncogene, bHLH transcription factor",Homo sapiens,PROTEIN_CODING,ENSG00000134323
5300,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",Homo sapiens,PROTEIN_CODING,ENSG00000127445
540,ATP7B,ATPase copper transporting beta,Homo sapiens,PROTEIN_CODING,ENSG00000123191
5566,PRKACA,protein kinase cAMP-activated catalytic subunit alpha,Homo sapiens,PROTEIN_CODING,ENSG00000072062
5950,RBP4,retinol binding protein 4,Homo sapiens,PROTEIN_CODING,ENSG00000138207
6323,SCN1A,sodium voltage-gated channel alpha subunit 1,Homo sapiens,PROTEIN_CODING,ENSG00000144285
7128,TNFAIP3,TNF alpha induced protein 3,Homo sapiens,PROTEIN_CODING,ENSG00000118503
7253,TSHR,thyroid stimulating hormone receptor,Homo sapiens,PROTEIN_CODING,ENSG00000165409
7424,VEGFC,vascular endothelial growth factor C,Homo sapiens,PROTEIN_CODING,ENSG00000150630
7442,TRPV1,transient receptor potential cation channel subfamily V member 1,Homo sapiens,PROTEIN_CODING,ENSG00000196689
8091,HMGA2,high mobility group AT-hook 2,Homo sapiens,PROTEIN_CODING,ENSG00000149948
9314,KLF4,KLF transcription factor 4,Homo sapiens,PROTEIN_CODING,ENSG00000136826
2065,ERBB3,erb-b2 receptor tyrosine kinase 3,Homo sapiens,PROTEIN_CODING,ENSG00000065361
2534,FYN,"FYN proto-oncogene, Src family tyrosine kinase",Homo sapiens,PROTEIN_CODING,ENSG00000010810
2625,GATA3,GATA binding protein 3,Homo sapiens,PROTEIN_CODING,ENSG00000107485
2784,GNB3,G protein subunit beta 3,Homo sapiens,PROTEIN_CODING,ENSG00000111664
5159,PDGFRB,platelet derived growth factor receptor beta,Homo sapiens,PROTEIN_CODING,ENSG00000113721
5562,PRKAA1,protein kinase AMP-activated catalytic subunit alpha 1,Homo sapiens,PROTEIN_CODING,ENSG00000132356
7046,TGFBR1,transforming growth factor beta receptor 1,Homo sapiens,PROTEIN_CODING,ENSG00000106799
79001,VKORC1,vitamin K epoxide reductase complex subunit 1,Homo sapiens,PROTEIN_CODING,ENSG00000167397
80339,PNPLA3,patatin like phospholipase domain containing 3,Homo sapiens,PROTEIN_CODING,ENSG00000100344
9021,SOCS3,suppressor of cytokine signaling 3,Homo sapiens,PROTEIN_CODING,ENSG00000184557
10018,BCL2L11,BCL2 like 11,Homo sapiens,PROTEIN_CODING,ENSG00000153094
1019,CDK4,cyclin dependent kinase 4,Homo sapiens,PROTEIN_CODING,ENSG00000135446
174,AFP,alpha fetoprotein,Homo sapiens,PROTEIN_CODING,ENSG00000081051
3014,H2AX,H2A.X variant histone,Homo sapiens,PROTEIN_CODING,ENSG00000188486
545,ATR,ATR serine/threonine kinase,Homo sapiens,PROTEIN_CODING,ENSG00000175054
6786,STIM1,stromal interaction molecule 1,Homo sapiens,PROTEIN_CODING,ENSG00000167323
729230,CCR2,C-C motif chemokine receptor 2,Homo sapiens,PROTEIN_CODING,ENSG00000121807
10631,POSTN,periostin,Homo sapiens,PROTEIN_CODING,ENSG00000133110
30835,CD209,CD209 molecule,Homo sapiens,PROTEIN_CODING,ENSG00000090659
3375,IAPP,islet amyloid polypeptide,Homo sapiens,PROTEIN_CODING,ENSG00000121351
3570,IL6R,interleukin 6 receptor,Homo sapiens,PROTEIN_CODING,ENSG00000160712
4087,SMAD2,SMAD family member 2,Homo sapiens,PROTEIN_CODING,ENSG00000175387
4157,MC1R,melanocortin 1 receptor,Homo sapiens,PROTEIN_CODING,ENSG00000258839
4904,YBX1,Y-box binding protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000065978
5053,PAH,phenylalanine hydroxylase,Homo sapiens,PROTEIN_CODING,ENSG00000171759
5058,PAK1,p21 (RAC1) activated kinase 1,Homo sapiens,PROTEIN_CODING,ENSG00000149269
5080,PAX6,paired box 6,Homo sapiens,PROTEIN_CODING,ENSG00000007372
5340,PLG,plasminogen,Homo sapiens,PROTEIN_CODING,ENSG00000122194
5478,PPIA,peptidylprolyl isomerase A,Homo sapiens,PROTEIN_CODING,ENSG00000196262
5624,PROC,"protein C, inactivator of coagulation factors Va and VIIIa",Homo sapiens,PROTEIN_CODING,ENSG00000115718
652,BMP4,bone morphogenetic protein 4,Homo sapiens,PROTEIN_CODING,ENSG00000125378
7077,TIMP2,TIMP metallopeptidase inhibitor 2,Homo sapiens,PROTEIN_CODING,ENSG00000035862
7415,VCP,valosin containing protein,Homo sapiens,PROTEIN_CODING,ENSG00000165280
7474,WNT5A,Wnt family member 5A,Homo sapiens,PROTEIN_CODING,ENSG00000114251
7517,XRCC3,X-ray repair cross complementing 3,Homo sapiens,PROTEIN_CODING,ENSG00000126215
864,RUNX3,RUNX family transcription factor 3,Homo sapiens,PROTEIN_CODING,ENSG00000020633
2078,ERG,ETS transcription factor ERG,Homo sapiens,PROTEIN_CODING,ENSG00000157554
23621,BACE1,beta-secretase 1,Homo sapiens,PROTEIN_CODING,ENSG00000186318
3066,HDAC2,histone deacetylase 2,Homo sapiens,PROTEIN_CODING,ENSG00000196591
3767,KCNJ11,potassium inwardly rectifying channel subfamily J member 11,Homo sapiens,PROTEIN_CODING,ENSG00000187486
4035,LRP1,LDL receptor related protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000123384
4683,NBN,nibrin,Homo sapiens,PROTEIN_CODING,ENSG00000104320
6382,SDC1,syndecan 1,Homo sapiens,PROTEIN_CODING,ENSG00000115884
6401,SELE,selectin E,Homo sapiens,PROTEIN_CODING,ENSG00000007908
6403,SELP,selectin P,Homo sapiens,PROTEIN_CODING,ENSG00000174175
65018,PINK1,PTEN induced kinase 1,Homo sapiens,PROTEIN_CODING,ENSG00000158828
6597,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",Homo sapiens,PROTEIN_CODING,ENSG00000127616
6868,ADAM17,ADAM metallopeptidase domain 17,Homo sapiens,PROTEIN_CODING,ENSG00000151694
820,CAMP,cathelicidin antimicrobial peptide,Homo sapiens,PROTEIN_CODING,ENSG00000164047
10599,SLCO1B1,solute carrier organic anion transporter family member 1B1,Homo sapiens,PROTEIN_CODING,ENSG00000134538
1280,COL2A1,collagen type II alpha 1 chain,Homo sapiens,PROTEIN_CODING,ENSG00000139219
135,ADORA2A,adenosine A2a receptor,Homo sapiens,PROTEIN_CODING,ENSG00000128271
1789,DNMT3B,DNA methyltransferase 3 beta,Homo sapiens,PROTEIN_CODING,ENSG00000088305
216,ALDH1A1,aldehyde dehydrogenase 1 family member A1,Homo sapiens,PROTEIN_CODING,ENSG00000165092
26291,FGF21,fibroblast growth factor 21,Homo sapiens,PROTEIN_CODING,ENSG00000105550
2638,GC,GC vitamin D binding protein,Homo sapiens,PROTEIN_CODING,ENSG00000145321
3329,HSPD1,heat shock protein family D (Hsp60) member 1,Homo sapiens,PROTEIN_CODING,ENSG00000144381
3350,HTR1A,5-hydroxytryptamine receptor 1A,Homo sapiens,PROTEIN_CODING,ENSG00000178394
345,APOC3,apolipoprotein C3,Homo sapiens,PROTEIN_CODING,ENSG00000110245
3932,LCK,"LCK proto-oncogene, Src family tyrosine kinase",Homo sapiens,PROTEIN_CODING,ENSG00000182866
4057,LTF,lactotransferrin,Homo sapiens,PROTEIN_CODING,ENSG00000012223
4363,ABCC1,ATP binding cassette subfamily C member 1 (ABCC1 blood group),Homo sapiens,PROTEIN_CODING,ENSG00000103222
4627,MYH9,myosin heavy chain 9,Homo sapiens,PROTEIN_CODING,ENSG00000100345
4684,NCAM1,neural cell adhesion molecule 1,Homo sapiens,PROTEIN_CODING,ENSG00000149294
59067,IL21,interleukin 21,Homo sapiens,PROTEIN_CODING,ENSG00000138684
6093,ROCK1,Rho associated coiled-coil containing protein kinase 1,Homo sapiens,PROTEIN_CODING,ENSG00000067900
6598,SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",Homo sapiens,PROTEIN_CODING,ENSG00000099956
7137,TNNI3,"troponin I3, cardiac type",Homo sapiens,PROTEIN_CODING,ENSG00000129991
7249,TSC2,TSC complex subunit 2,Homo sapiens,PROTEIN_CODING,ENSG00000103197
7341,SUMO1,small ubiquitin like modifier 1,Homo sapiens,PROTEIN_CODING,ENSG00000116030
84868,HAVCR2,hepatitis A virus cellular receptor 2,Homo sapiens,PROTEIN_CODING,ENSG00000135077
1051,CEBPB,CCAAT enhancer binding protein beta,Homo sapiens,PROTEIN_CODING,ENSG00000172216
2244,FGB,fibrinogen beta chain,Homo sapiens,PROTEIN_CODING,ENSG00000171564
2272,FHIT,fragile histidine triad diadenosine triphosphatase,Homo sapiens,PROTEIN_CODING,ENSG00000189283
3115,HLA-DPB1,"major histocompatibility complex, class II, DP beta 1",Homo sapiens,PROTEIN_CODING,ENSG00000223865
4072,EPCAM,epithelial cell adhesion molecule,Homo sapiens,PROTEIN_CODING,ENSG00000119888
5228,PGF,placental growth factor,Homo sapiens,PROTEIN_CODING,ENSG00000119630
6464,SHC1,SHC adaptor protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000160691
6502,SKP2,S-phase kinase associated protein 2,Homo sapiens,PROTEIN_CODING,ENSG00000145604
6678,SPARC,secreted protein acidic and cysteine rich,Homo sapiens,PROTEIN_CODING,ENSG00000113140
7351,UCP2,uncoupling protein 2,Homo sapiens,PROTEIN_CODING,ENSG00000175567
768,CA9,carbonic anhydrase 9,Homo sapiens,PROTEIN_CODING,ENSG00000107159
7941,PLA2G7,phospholipase A2 group VII,Homo sapiens,PROTEIN_CODING,ENSG00000146070
801,CALM1,calmodulin 1,Homo sapiens,PROTEIN_CODING,ENSG00000198668
9212,AURKB,aurora kinase B,Homo sapiens,PROTEIN_CODING,ENSG00000178999
1045,CDX2,caudal type homeobox 2,Homo sapiens,PROTEIN_CODING,ENSG00000165556
149233,IL23R,interleukin 23 receptor,Homo sapiens,PROTEIN_CODING,ENSG00000162594
153,ADRB1,adrenoceptor beta 1,Homo sapiens,PROTEIN_CODING,ENSG00000043591
155,ADRB3,adrenoceptor beta 3,Homo sapiens,PROTEIN_CODING,ENSG00000188778
1585,CYP11B2,cytochrome P450 family 11 subfamily B member 2,Homo sapiens,PROTEIN_CODING,ENSG00000179142
1814,DRD3,dopamine receptor D3,Homo sapiens,PROTEIN_CODING,ENSG00000151577
197,AHSG,alpha 2-HS glycoprotein,Homo sapiens,PROTEIN_CODING,ENSG00000145192
1977,EIF4E,eukaryotic translation initiation factor 4E,Homo sapiens,PROTEIN_CODING,ENSG00000151247
2150,F2RL1,F2R like trypsin receptor 1,Homo sapiens,PROTEIN_CODING,ENSG00000164251
2243,FGA,fibrinogen alpha chain,Homo sapiens,PROTEIN_CODING,ENSG00000171560
2289,FKBP5,FKBP prolyl isomerase 5,Homo sapiens,PROTEIN_CODING,ENSG00000096060
22914,KLRK1,killer cell lectin like receptor K1,Homo sapiens,PROTEIN_CODING,ENSG00000213809
2316,FLNA,filamin A,Homo sapiens,PROTEIN_CODING,ENSG00000196924
2492,FSHR,follicle stimulating hormone receptor,Homo sapiens,PROTEIN_CODING,ENSG00000170820
2690,GHR,growth hormone receptor,Homo sapiens,PROTEIN_CODING,ENSG00000112964
2735,GLI1,GLI family zinc finger 1,Homo sapiens,PROTEIN_CODING,ENSG00000111087
3312,HSPA8,heat shock protein family A (Hsp70) member 8,Homo sapiens,PROTEIN_CODING,ENSG00000109971
